,id,age,gender,location,status,income,purpose,infrastructure_adequacy,trip_frequency,mode_transportation,reason,travel_distance,g_per_km,trip_cost,adoption
257,258,26-50,Male,Off campus,Staff,61k–80k,both,yes,6,Private,safety,<=20,173.0,110,no
258,259,51+,Male,Off campus,Staff,61k–80k,work,yes,3,Public Transport,travel time,<=20,18.6,20,no
259,260,26-50,Male,Off campus,Staff,81k-100k,work,no,4,Private,trip origin,21-40,116.0,330,no
260,261,<=20,Male,Off campus,Students,41k–60k,study,yes,Daily,Public Transport,safety,61-80,18.6,140,no
261,262,26-50,Female,Off campus,Staff,61k–80k,work,no,Daily,Private,safety,<=20,116.0,110,no
262,263,26-50,Male,Off campus,Staff,81k-100k,work,no,4,Private,trip origin,<=20,116.0,110,no
263,264,51+,Male,Off campus,Staff,41k–60k,work,yes,Daily,Public Transport,safety,21-40,18.6,60,yes
264,265,51+,Female,Off campus,Staff,81k-100k,work,yes,5,Private,comfort,41-60,116.0,550,no
265,266,26-50,Female,Off campus,Staff,61k–80k,work,no,Daily,Public Transport,trip cost,<=20,18.6,20,no
266,267,26-50,Male,Off campus,Staff,41k–60k,both,no,3,Public Transport,travel time,<=20,18.6,20,no
267,268,<=20,Male,Off campus,Students,≤20k,study,yes,1,Public Transport,trip cost,<=20,18.6,20,no
268,269,26-50,Male,Off campus,Staff,61k–80k,both,yes,3,Private,car ownership,21-40,116.0,330,no
269,270,26-50,Male,Off campus,Staff,41k–60k,work,yes,3,Public Transport,trip cost,<=20,18.6,20,yes
270,271,26-50,Female,On campus,Staff,>100k,work,yes,Daily,Private,car ownership,21-40,173.0,330,no
271,272,26-50,Female,Off campus,Staff,41k–60k,work,no,Daily,Private,travel time,41-60,173.0,550,no
272,273,26-50,Female,Off campus,Students,41k–60k,study,no,Daily,Public Transport,travel time,21-40,18.6,60,yes
273,274,26-50,Female,Off campus,Staff,81k-100k,work,yes,3,Public Transport,safety,<=20,18.6,20,no
274,275,51+,Male,Off campus,Staff,41k–60k,work,no,2,Public Transport,safety,41-60,18.6,100,no
275,276,26-50,Male,Off campus,Staff,61k–80k,work,yes,4,Public Transport,trip cost,21-40,18.6,60,yes
276,277,26-50,Female,Off campus,Staff,81k-100k,work,yes,2,Taxi,car ownership,80+,116.0,5770,no
277,278,51+,Male,Off campus,Staff,61k–80k,work,yes,1,Private,car ownership,21-40,173.0,330,no
278,279,<=20,Male,Off campus,Students,21k–40k,both,yes,1,Taxi,travel time,41-60,116.0,3020,no
279,280,26-50,Female,On campus,Staff,61k–80k,work,yes,Daily,Public Transport,trip cost,41-60,18.6,100,yes
280,281,<=20,Female,Off campus,Students,≤20k,both,yes,Daily,Motorcycle,trip distance,<=20,50.0,30,no
281,282,26-50,Male,Off campus,Staff,>100k,work,no,6,Private,safety,80+,116.0,1100,no
282,283,26-50,Male,Off campus,Students,≤20k,study,no,5,Taxi,trip origin,21-40,116.0,1920,yes
283,284,26-50,Male,On campus,Students,≤20k,study,yes,Daily,Public Transport,trip cost,41-60,18.6,100,no
284,285,26-50,Male,On campus,Staff,41k–60k,work,yes,3,Motorcycle,trip distance,<=20,50.0,30,no
285,286,26-50,Male,Off campus,Staff,81k-100k,work,yes,5,Private,safety,<=20,116.0,110,no
286,287,26-50,Male,Off campus,Staff,81k-100k,work,no,1,Private,safety,21-40,173.0,330,no
287,288,26-50,Male,Off campus,Staff,41k–60k,both,yes,Daily,Public Transport,trip cost,21-40,18.6,60,no
288,289,26-50,Male,Off campus,Staff,41k–60k,work,yes,Daily,Public Transport,trip cost,21-40,18.6,60,no
289,290,26-50,Male,On campus,Staff,41k–60k,work,yes,2,Private,travel time,21-40,173.0,330,no
290,291,26-50,Male,Off campus,Staff,61k–80k,work,yes,6,Public Transport,safety,41-60,18.6,100,no
291,292,<=20,Male,Off campus,Students,≤20k,study,yes,3,Public Transport,safety,21-40,18.6,60,yes
292,293,26-50,Female,Off campus,Staff,>100k,work,no,Daily,Private,trip origin,<=20,173.0,110,no
293,294,26-50,Male,Off campus,Staff,61k–80k,work,no,Daily,Private,safety,41-60,173.0,550,no
294,295,26-50,Male,On campus,Staff,41k–60k,work,yes,4,Motorcycle,trip distance,<=20,50.0,30,no
295,296,26-50,Male,On campus,Students,21k–40k,both,yes,5,Motorcycle,trip distance,<=20,50.0,30,no
296,297,26-50,Female,Off campus,Students,≤20k,both,yes,3,Taxi,travel time,<=20,116.0,270,no
297,298,<=20,Male,On campus,Students,≤20k,study,no,3,Walking,trip distance,<=20,0.0,0,no
298,299,26-50,Male,On campus,Staff,41k–60k,work,yes,Daily,Private,safety,<=20,173.0,110,yes
299,300,51+,Male,Off campus,Staff,61k–80k,work,yes,5,Public Transport,trip cost,80+,18.6,200,no
300,301,26-50,Male,Off campus,Students,41k–60k,study,yes,4,Public Transport,safety,21-40,18.6,60,no
301,302,51+,Male,Off campus,Staff,61k–80k,work,yes,Daily,Private,car ownership,<=20,116.0,110,no
302,303,26-50,Male,Off campus,Staff,41k–60k,work,yes,3,Private,trip origin,<=20,116.0,110,no
303,304,51+,Male,Off campus,Staff,61k–80k,work,yes,Daily,Public Transport,trip cost,<=20,18.6,20,no
304,305,26-50,Female,Off campus,Staff,>100k,work,yes,Daily,Private,trip origin,21-40,173.0,330,no
305,306,<=20,Female,Off campus,Students,≤20k,study,yes,Daily,Public Transport,safety,<=20,18.6,20,no
306,307,51+,Male,On campus,Staff,61k–80k,work,yes,Daily,Public Transport,trip cost,21-40,18.6,60,no
307,308,26-50,Male,Off campus,Staff,>100k,work,yes,Daily,Public Transport,trip cost,21-40,18.6,60,no
308,309,51+,Female,On campus,Staff,41k–60k,work,yes,1,Taxi,trip origin,61-80,116.0,4120,no
309,310,26-50,Male,Off campus,Staff,81k-100k,work,yes,2,Private,travel time,21-40,116.0,330,no
310,311,26-50,Male,Off campus,Students,21k–40k,study,yes,1,Public Transport,trip cost,21-40,18.6,60,no
311,312,26-50,Male,Off campus,Staff,61k–80k,work,no,Daily,Public Transport,trip cost,41-60,18.6,100,no
312,313,26-50,Male,Off campus,Students,≤20k,study,yes,Daily,Public Transport,trip cost,21-40,18.6,60,yes
313,314,26-50,Female,Off campus,Staff,41k–60k,work,yes,3,Private,safety,61-80,116.0,770,no
314,315,51+,Female,Off campus,Staff,61k–80k,work,yes,1,Public Transport,trip cost,41-60,18.6,100,yes
315,316,<=20,Male,On campus,Students,≤20k,both,yes,Daily,Walking,trip distance,<=20,0.0,0,no
316,317,26-50,Male,Off campus,Staff,61k–80k,work,yes,5,Private,travel time,21-40,116.0,330,yes
317,318,<=20,Male,Off campus,Students,≤20k,study,no,4,Walking,trip cost,41-60,0.0,0,no
318,319,51+,Male,Off campus,Staff,41k–60k,both,yes,5,Public Transport,trip cost,41-60,18.6,100,yes
319,320,26-50,Male,Off campus,Staff,>100k,work,yes,2,Private,safety,80+,116.0,1100,no
320,321,26-50,Male,Off campus,Staff,61k–80k,work,no,Daily,Taxi,trip origin,<=20,116.0,270,no
321,322,26-50,Female,Off campus,Staff,>100k,work,no,3,Public Transport,travel time,21-40,18.6,60,no
322,323,51+,Male,Off campus,Staff,41k–60k,work,no,Daily,Public Transport,trip cost,80+,18.6,200,no
323,324,26-50,Male,Off campus,Staff,61k–80k,work,no,1,Taxi,safety,21-40,116.0,1920,yes
324,325,26-50,Female,Off campus,Staff,41k–60k,both,no,Daily,Private,car ownership,80+,173.0,1100,no
325,326,26-50,Female,Off campus,Staff,81k-100k,both,yes,5,Private,car ownership,<=20,116.0,110,no
326,327,<=20,Male,Off campus,Students,21k–40k,study,yes,Daily,Public Transport,trip cost,80+,18.6,200,no
327,328,26-50,Male,On campus,Staff,41k–60k,work,yes,5,Private,travel time,21-40,116.0,330,no
328,329,<=20,Male,Off campus,Students,41k–60k,study,no,5,Taxi,trip origin,<=20,116.0,270,yes
329,330,51+,Male,On campus,Staff,41k–60k,work,no,1,Public Transport,travel time,80+,18.6,200,no
330,331,<=20,Male,Off campus,Students,21k–40k,study,yes,4,Public Transport,trip cost,<=20,18.6,20,no
331,332,<=20,Female,On campus,Students,41k–60k,study,yes,3,Public Transport,travel time,<=20,18.6,20,no
332,333,26-50,Male,Off campus,Staff,81k-100k,work,no,4,Private,travel time,<=20,173.0,110,no
333,334,26-50,Male,Off campus,Staff,>100k,work,no,1,Private,car ownership,41-60,173.0,550,no
334,335,26-50,Male,On campus,Staff,41k–60k,work,yes,4,Private,travel time,80+,173.0,1100,no
335,336,26-50,Male,Off campus,Students,≤20k,both,no,1,Motorcycle,trip distance,<=20,50.0,30,no
336,337,26-50,Female,Off campus,Staff,41k–60k,work,yes,5,Public Transport,safety,21-40,18.6,60,no
337,338,26-50,Male,Off campus,Staff,61k–80k,both,yes,2,Private,comfort,<=20,173.0,110,yes
338,339,26-50,Male,On campus,Staff,81k-100k,work,yes,1,Private,trip origin,41-60,173.0,550,no
339,340,26-50,Male,Off campus,Students,≤20k,study,yes,4,Public Transport,safety,<=20,18.6,20,no
340,341,26-50,Male,Off campus,Staff,61k–80k,work,yes,5,Public Transport,safety,<=20,18.6,20,no
341,342,<=20,Male,On campus,Students,≤20k,study,no,2,Public Transport,trip cost,<=20,18.6,20,no
342,343,26-50,Male,On campus,Staff,41k–60k,work,no,Daily,Motorcycle,trip cost,21-40,50.0,90,no
343,344,51+,Male,Off campus,Staff,61k–80k,both,no,1,Public Transport,trip cost,80+,18.6,200,yes
344,345,51+,Male,Off campus,Staff,61k–80k,both,yes,6,Private,safety,21-40,173.0,330,no
345,346,26-50,Male,Off campus,Staff,81k-100k,work,yes,4,Public Transport,travel time,<=20,18.6,20,no
346,347,26-50,Male,Off campus,Staff,41k–60k,work,yes,5,Public Transport,trip cost,21-40,18.6,60,yes
347,348,51+,Male,Off campus,Staff,81k-100k,work,yes,Daily,Public Transport,trip cost,61-80,18.6,140,no
348,349,26-50,Male,Off campus,Staff,41k–60k,work,yes,1,Public Transport,safety,<=20,18.6,20,no
349,350,26-50,Male,On campus,Staff,41k–60k,work,yes,3,Taxi,trip origin,<=20,116.0,270,yes
350,351,26-50,Male,Off campus,Staff,61k–80k,work,yes,5,Private,car ownership,<=20,116.0,110,no
351,352,26-50,Female,Off campus,Staff,81k-100k,work,no,Daily,Public Transport,trip cost,41-60,18.6,100,no
352,353,26-50,Male,Off campus,Staff,41k–60k,work,yes,5,Public Transport,trip cost,21-40,18.6,60,no
353,354,51+,Male,Off campus,Staff,41k–60k,work,no,2,Public Transport,travel time,21-40,18.6,60,yes
354,355,26-50,Male,Off campus,Staff,61k–80k,work,yes,Daily,Private,safety,<=20,116.0,110,yes
355,356,26-50,Male,On campus,Staff,41k–60k,work,no,Daily,Public Transport,safety,21-40,18.6,60,no
356,357,26-50,Male,Off campus,Students,21k–40k,both,yes,Daily,Taxi,car ownership,80+,116.0,5770,no
357,358,26-50,Male,On campus,Staff,81k-100k,work,yes,2,Public Transport,safety,<=20,18.6,20,no
358,359,26-50,Female,Off campus,Staff,41k–60k,both,yes,Daily,Private,car ownership,80+,173.0,1100,yes
359,360,<=20,Male,On campus,Students,≤20k,both,no,Daily,Public Transport,trip cost,21-40,18.6,60,no
360,361,26-50,Male,On campus,Students,21k–40k,both,yes,5,Public Transport,safety,<=20,18.6,20,yes
361,362,51+,Male,Off campus,Staff,41k–60k,work,yes,Daily,Public Transport,trip cost,21-40,18.6,60,no
362,363,51+,Male,Off campus,Staff,61k–80k,work,no,Daily,Private,car ownership,80+,173.0,1100,no
363,364,51+,Male,Off campus,Staff,41k–60k,both,yes,1,Private,safety,21-40,173.0,330,no
364,365,<=20,Female,Off campus,Students,21k–40k,study,yes,2,Public Transport,trip cost,80+,18.6,200,yes
365,366,26-50,Male,On campus,Staff,41k–60k,work,yes,4,Private,travel time,<=20,173.0,110,no
366,367,26-50,Female,On campus,Students,21k–40k,both,yes,1,Walking,trip cost,21-40,0.0,0,no
367,368,26-50,Female,Off campus,Staff,61k–80k,work,yes,4,Taxi,trip origin,61-80,116.0,4120,yes
368,369,<=20,Male,Off campus,Students,≤20k,both,yes,3,Public Transport,trip cost,80+,18.6,200,yes
369,370,<=20,Male,Off campus,Students,21k–40k,both,yes,Daily,Public Transport,trip cost,21-40,18.6,60,no
370,371,<=20,Male,Off campus,Students,≤20k,both,yes,Daily,Public Transport,trip cost,41-60,18.6,100,no
371,372,51+,Male,Off campus,Staff,61k–80k,work,no,1,Public Transport,trip cost,<=20,18.6,20,no
372,373,<=20,Male,Off campus,Students,≤20k,both,yes,1,Public Transport,safety,<=20,18.6,20,no
373,374,26-50,Male,Off campus,Staff,41k–60k,work,yes,4,Public Transport,trip cost,<=20,18.6,20,no
374,375,51+,Male,Off campus,Staff,>100k,both,yes,3,Private,car ownership,<=20,173.0,110,no
375,376,26-50,Male,Off campus,Staff,81k-100k,work,yes,1,Motorcycle,trip cost,<=20,50.0,30,no
376,377,26-50,Female,Off campus,Staff,41k–60k,work,yes,Daily,Public Transport,travel time,21-40,18.6,60,no
377,378,26-50,Male,Off campus,Staff,81k-100k,work,yes,Daily,Private,safety,80+,116.0,1100,no
378,379,26-50,Female,Off campus,Students,≤20k,study,yes,3,Public Transport,trip cost,41-60,18.6,100,no
379,380,51+,Male,Off campus,Staff,>100k,work,no,1,Public Transport,safety,21-40,18.6,60,yes
380,381,26-50,Male,Off campus,Students,≤20k,both,yes,2,Taxi,trip origin,80+,116.0,5770,yes
381,382,<=20,Male,Off campus,Students,≤20k,study,yes,Daily,Private,car ownership,<=20,116.0,110,no
382,383,26-50,Male,Off campus,Staff,61k–80k,work,yes,3,Public Transport,trip cost,21-40,18.6,60,yes
383,384,51+,Female,Off campus,Staff,61k–80k,work,yes,5,Taxi,car ownership,41-60,116.0,3020,no
384,385,51+,Female,Off campus,Staff,61k–80k,work,no,Daily,Private,trip origin,<=20,116.0,110,no
385,386,26-50,Female,Off campus,Staff,41k–60k,work,yes,2,Public Transport,trip cost,41-60,18.6,100,no
386,387,26-50,Male,Off campus,Staff,81k-100k,work,yes,6,Private,safety,<=20,116.0,110,no
387,388,26-50,Male,Off campus,Students,≤20k,study,yes,Daily,Taxi,trip origin,<=20,116.0,270,yes
388,389,26-50,Female,Off campus,Students,41k–60k,study,yes,3,Public Transport,safety,<=20,18.6,20,no
389,390,26-50,Female,Off campus,Students,≤20k,study,yes,Daily,Public Transport,trip cost,80+,18.6,200,yes
390,391,26-50,Female,Off campus,Students,21k–40k,study,yes,3,Taxi,car ownership,41-60,116.0,3020,no
391,392,26-50,Male,On campus,Staff,>100k,work,yes,Daily,Walking,trip distance,21-40,0.0,0,no
392,393,26-50,Male,Off campus,Staff,61k–80k,work,yes,6,Private,car ownership,21-40,116.0,330,no
393,394,<=20,Female,On campus,Students,21k–40k,study,yes,3,Public Transport,safety,21-40,18.6,60,no
394,395,26-50,Male,Off campus,Staff,81k-100k,work,yes,4,Private,comfort,21-40,116.0,330,no
395,396,51+,Female,Off campus,Staff,61k–80k,work,yes,3,Public Transport,trip cost,21-40,18.6,60,no
396,397,<=20,Female,On campus,Students,21k–40k,both,yes,3,Public Transport,trip cost,<=20,18.6,20,no
397,398,<=20,Male,On campus,Students,≤20k,study,no,1,Public Transport,trip cost,41-60,18.6,100,yes
398,399,<=20,Female,Off campus,Students,≤20k,both,yes,5,Public Transport,safety,<=20,18.6,20,no
399,400,<=20,Female,Off campus,Students,≤20k,study,no,6,Taxi,trip origin,<=20,116.0,270,no
400,401,<=20,Male,Off campus,Students,21k–40k,study,yes,2,Public Transport,safety,61-80,18.6,140,no
401,402,26-50,Female,On campus,Staff,61k–80k,work,no,5,Public Transport,trip cost,41-60,18.6,100,no
402,403,<=20,Male,Off campus,Students,≤20k,study,yes,3,Walking,trip cost,21-40,0.0,0,no
403,404,26-50,Female,Off campus,Staff,41k–60k,work,yes,2,Private,travel time,21-40,173.0,330,no
404,405,51+,Male,Off campus,Staff,>100k,work,no,1,Private,car ownership,21-40,173.0,330,no
405,406,26-50,Female,Off campus,Staff,41k–60k,work,no,Daily,Private,car ownership,41-60,173.0,550,no
406,407,26-50,Male,Off campus,Staff,41k–60k,work,yes,Daily,Public Transport,safety,41-60,18.6,100,no
407,408,<=20,Male,Off campus,Students,≤20k,study,yes,Daily,Public Transport,travel time,21-40,18.6,60,yes
408,409,26-50,Female,Off campus,Staff,>100k,work,yes,2,Taxi,travel time,80+,116.0,5770,no
409,410,26-50,Male,Off campus,Staff,>100k,work,no,1,Public Transport,trip cost,80+,18.6,200,no
410,411,26-50,Male,Off campus,Students,21k–40k,study,yes,1,Public Transport,trip cost,21-40,18.6,60,no
411,412,26-50,Female,On campus,Students,21k–40k,both,yes,6,Walking,trip cost,21-40,0.0,0,no
412,413,26-50,Female,Off campus,Staff,41k–60k,work,no,Daily,Public Transport,travel time,21-40,18.6,60,yes
413,414,26-50,Male,On campus,Staff,>100k,work,no,1,Walking,trip distance,<=20,0.0,0,no
414,415,51+,Male,Off campus,Staff,41k–60k,work,yes,Daily,Public Transport,travel time,<=20,18.6,20,no
415,416,51+,Male,Off campus,Staff,41k–60k,work,yes,Daily,Public Transport,trip cost,21-40,18.6,60,no
416,417,26-50,Male,Off campus,Staff,41k–60k,work,no,4,Private,travel time,80+,116.0,1100,yes
417,418,<=20,Male,On campus,Students,≤20k,study,yes,3,Walking,trip cost,21-40,0.0,0,no
418,419,26-50,Male,On campus,Staff,81k-100k,both,no,4,Public Transport,safety,61-80,18.6,140,no
419,420,<=20,Female,Off campus,Students,≤20k,study,yes,Daily,Motorcycle,trip distance,<=20,50.0,30,no
420,421,<=20,Female,On campus,Students,41k–60k,both,yes,3,Public Transport,trip cost,21-40,18.6,60,no
421,422,26-50,Female,On campus,Staff,61k–80k,work,yes,Daily,Taxi,travel time,<=20,116.0,270,no
422,423,26-50,Male,Off campus,Staff,41k–60k,work,yes,Daily,Private,trip origin,21-40,116.0,330,no
423,424,26-50,Male,Off campus,Staff,61k–80k,work,no,Daily,Public Transport,travel time,21-40,18.6,60,no
424,425,51+,Male,Off campus,Staff,61k–80k,work,yes,Daily,Private,safety,21-40,173.0,330,no
425,426,51+,Male,Off campus,Staff,81k-100k,work,yes,Daily,Private,trip origin,21-40,116.0,330,no
426,427,<=20,Male,On campus,Students,≤20k,both,yes,Daily,Motorcycle,trip cost,<=20,50.0,30,no
427,428,26-50,Female,Off campus,Students,≤20k,study,yes,6,Public Transport,trip cost,21-40,18.6,60,no
428,429,<=20,Male,Off campus,Students,≤20k,study,yes,Daily,Public Transport,trip cost,<=20,18.6,20,yes
429,430,51+,Male,Off campus,Staff,61k–80k,work,yes,Daily,Private,comfort,80+,173.0,1100,no
430,431,26-50,Male,Off campus,Staff,>100k,both,yes,Daily,Public Transport,safety,<=20,18.6,20,yes
431,432,26-50,Female,Off campus,Staff,41k–60k,both,no,3,Public Transport,trip cost,<=20,18.6,20,no
432,433,26-50,Male,Off campus,Staff,81k-100k,work,no,Daily,Private,car ownership,61-80,116.0,770,no
433,434,26-50,Male,Off campus,Staff,61k–80k,both,yes,5,Public Transport,safety,80+,18.6,200,no
434,435,26-50,Male,Off campus,Students,≤20k,both,yes,6,Public Transport,travel time,41-60,18.6,100,no
435,436,<=20,Male,Off campus,Students,41k–60k,study,yes,Daily,Taxi,trip origin,<=20,116.0,270,no
436,437,26-50,Male,Off campus,Staff,61k–80k,work,yes,1,Private,car ownership,<=20,173.0,110,no
437,438,26-50,Female,Off campus,Staff,41k–60k,work,no,Daily,Public Transport,safety,80+,18.6,200,yes
438,439,26-50,Male,Off campus,Staff,41k–60k,work,yes,3,Private,comfort,61-80,116.0,770,no
439,440,<=20,Male,On campus,Students,≤20k,study,yes,1,Walking,trip distance,21-40,0.0,0,no
440,441,26-50,Male,Off campus,Staff,81k-100k,work,yes,Daily,Private,comfort,<=20,116.0,110,no
441,442,51+,Female,Off campus,Staff,61k–80k,work,yes,Daily,Private,car ownership,<=20,116.0,110,no
442,443,26-50,Male,Off campus,Students,41k–60k,study,yes,3,Walking,trip distance,<=20,0.0,0,no
443,444,51+,Male,Off campus,Staff,41k–60k,work,yes,1,Taxi,trip origin,21-40,116.0,1920,no
444,445,26-50,Female,Off campus,Staff,41k–60k,work,yes,Daily,Public Transport,trip cost,<=20,18.6,20,no
445,446,51+,Female,Off campus,Staff,41k–60k,work,no,3,Taxi,trip origin,80+,116.0,5770,no
446,447,<=20,Female,Off campus,Students,≤20k,both,no,3,Public Transport,trip cost,<=20,18.6,20,no
447,448,26-50,Female,On campus,Staff,>100k,work,no,5,Private,comfort,41-60,173.0,550,no
448,449,26-50,Male,On campus,Staff,61k–80k,work,no,Daily,Taxi,trip origin,<=20,116.0,270,yes
449,450,51+,Male,Off campus,Staff,41k–60k,both,yes,4,Taxi,safety,21-40,116.0,1920,no
450,451,51+,Female,Off campus,Staff,81k-100k,both,no,3,Private,safety,<=20,116.0,110,no
451,452,51+,Male,Off campus,Staff,81k-100k,work,yes,Daily,Private,safety,61-80,173.0,770,no
452,453,51+,Male,Off campus,Staff,41k–60k,work,yes,3,Public Transport,travel time,21-40,18.6,60,no
453,454,51+,Female,Off campus,Staff,81k-100k,both,no,1,Private,trip origin,<=20,116.0,110,no
454,455,51+,Male,Off campus,Staff,41k–60k,work,yes,5,Public Transport,travel time,61-80,18.6,140,no
455,456,<=20,Male,On campus,Students,≤20k,study,no,Daily,Public Transport,travel time,21-40,18.6,60,yes
456,457,26-50,Male,Off campus,Staff,41k–60k,work,yes,3,Private,comfort,80+,116.0,1100,no
457,458,<=20,Male,Off campus,Students,≤20k,study,no,1,Public Transport,travel time,80+,18.6,200,no
458,459,26-50,Male,Off campus,Staff,61k–80k,work,yes,6,Taxi,car ownership,80+,116.0,5770,no
